year,time_period,time_identifier,geographic_level,country_code,country,data_version,subject_name,characteristic_value,perc_astar_grade_achieved,perc_a_grade_achieved,perc_b_grade_achieved,perc_c_grade_achieved,perc_d_grade_achieved,perc_e_grade_achieved,other,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved,entry_count
2013,201213,Academic year,National,E92000001,England,Final,Business studies,Female,4,14.1,28.8,29.3,16.8,6.1,1,18,47,76,93,99,11082
2013,201213,Academic year,National,E92000001,England,Final,Business studies,Male,3,11.5,28.2,30.9,18.7,6.7,1.2,14,42,73,92,99,15956
2013,201213,Academic year,National,E92000001,England,Final,Biology,All students,8,20.6,24.4,21.1,15.4,8.6,1.6,29,53,74,90,98,57234
2013,201213,Academic year,National,E92000001,England,Final,Biology,Female,9,21.6,25,20.9,14.6,7.7,1.4,30,56,76,91,99,33151
2013,201213,Academic year,National,E92000001,England,Final,Biology,Male,8,19.2,23.5,21.5,16.6,9.8,1.9,27,50,72,88,98,24083
2013,201213,Academic year,National,E92000001,England,Final,Art & design,All students,12,16.1,29.2,25.6,12.5,3.6,0.9,28,57,83,96,99,41388
2013,201213,Academic year,National,E92000001,England,Final,Art & design,Female,12,17.3,30.5,24.9,11.2,2.8,0.7,30,60,85,96,99,30945
2013,201213,Academic year,National,E92000001,England,Final,Art & design,Male,11,12.4,25.5,27.4,16.3,5.8,1.4,24,49,76,93,99,10443
2013,201213,Academic year,National,E92000001,England,Final,Accounting and finance,All students,2,13,23.2,25.8,20.8,11.5,4.1,15,38,64,84,96,3118
2013,201213,Academic year,National,E92000001,England,Final,Accounting and finance,Female,2,15,23.6,24,19.9,11.2,4.1,17,41,65,85,96,1073
2013,201213,Academic year,National,E92000001,England,Final,Accounting and finance,Male,2,11.9,22.9,26.7,21.2,11.7,4.1,13,36,63,84,96,2045
2014,201314,Academic year,National,E92000001,England,Final,Total subjects,All students,9,18.1,26.3,24.2,14.9,6.5,1.4,27,53,77,92,99,742147
2014,201314,Academic year,National,E92000001,England,Final,Total subjects,Female,8,18.5,27.8,24.8,14,5.5,1.1,27,55,79,93,99,404959
2014,201314,Academic year,National,E92000001,England,Final,Total subjects,Male,9,17.6,24.5,23.5,16,7.6,1.8,27,51,75,91,98,337188
2014,201314,Academic year,National,E92000001,England,Final,Total Music,All students,3,14.6,25.4,27.5,19.6,8.3,1.1,18,43,71,90,99,7184
2014,201314,Academic year,National,E92000001,England,Final,Total Music,Female,4,16.5,28.4,26.9,17,6.9,0.8,20,49,75,92,99,2808
2014,201314,Academic year,National,E92000001,England,Final,Total Music,Male,3,13.3,23.5,27.9,21.3,9.2,1.3,17,40,68,89,98,4376
2014,201314,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,9,33,29,17,8,3,1,42,72,89,97,99,26477
2014,201314,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,9,33,29,17,8,3,0,42,71,89,97,100,16863
2014,201314,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,9,33,30,16,8,3,1,43,73,89,96,99,9614
2014,201314,Academic year,National,E92000001,England,Final,Total Maths,All students,18,25,22.5,15.9,10.9,6,1.4,43,66,82,92,99,79036
2014,201314,Academic year,National,E92000001,England,Final,Total Maths,Female,16,26.4,24,15.9,10.6,5.7,1.2,43,67,82,93,99,30635
2014,201314,Academic year,National,E92000001,England,Final,Total Maths,Male,19,24.1,21.6,16,11.1,6.3,1.5,44,65,81,92,98,48401
2014,201314,Academic year,National,E92000001,England,Final,Total English,All students,6,14.1,27.9,31.3,16.6,3.4,0.4,20,48,80,96,100,78215
2014,201314,Academic year,National,E92000001,England,Final,Total English,Female,6,14.7,28.7,31.4,15.7,3,0.3,21,50,81,97,100,56249
2014,201314,Academic year,National,E92000001,England,Final,Total English,Male,7,12.5,25.8,31.2,18.8,4.4,0.5,19,45,76,95,100,21966
2014,201314,Academic year,National,E92000001,England,Final,Total Classical studies,All students,11,26.7,28.5,20.2,9.6,3.4,0.9,37,66,86,96,99,6218
2014,201314,Academic year,National,E92000001,England,Final,Total Classical studies,Female,10,28,28.9,20,8.9,3,0.8,38,67,87,96,99,3587
2014,201314,Academic year,National,E92000001,England,Final,Total Classical studies,Male,11,24.9,28,20.5,10.5,3.8,1.1,36,64,85,95,99,2631
2014,201314,Academic year,National,E92000001,England,Final,STEM subjects,All students,14,23,23,18,13,8,2,36,60,78,91,98,231020
2014,201314,Academic year,National,E92000001,England,Final,STEM subjects,Female,12,23,24,18,13,7,1,36,60,79,91,99,97237
2014,201314,Academic year,National,E92000001,England,Final,STEM subjects,Male,15,22,23,18,13,8,2,37,59,77,90,98,133783
2014,201314,Academic year,National,E92000001,England,Final,Spanish,All students,8,28.9,31.5,19.7,9.1,2.4,0.4,37,68,88,97,100,6617
2014,201314,Academic year,National,E92000001,England,Final,Spanish,Female,8,28.2,31.7,20.2,9.4,2.3,0.3,36,68,88,97,100,4318
2014,201314,Academic year,National,E92000001,England,Final,Spanish,Male,8,30.3,31.2,18.6,8.4,2.6,0.4,39,70,89,97,100,2299
2014,201314,Academic year,National,E92000001,England,Final,Sociology,All students,5,13.3,28.5,28.4,16.6,6.3,1.6,19,47,76,92,98,27730
2014,201314,Academic year,National,E92000001,England,Final,Sociology,Female,6,14.5,29.2,27.9,15.5,5.7,1.4,20,49,77,93,99,21076
2014,201314,Academic year,National,E92000001,England,Final,Sociology,Male,4,9.3,26.2,30,20,8.4,2.3,13,39,69,89,98,6654
2014,201314,Academic year,National,E92000001,England,Final,Religious studies,All students,7,18.7,28.3,25.1,14.2,5.4,1.2,26,54,79,93,99,19838
2014,201314,Academic year,National,E92000001,England,Final,Religious studies,Female,7,18.8,29,25.2,13.6,4.9,1,26,55,80,94,99,13730
2014,201314,Academic year,National,E92000001,England,Final,Religious studies,Male,6,18.5,26.7,24.8,15.6,6.6,1.6,25,52,76,92,98,6108
2014,201314,Academic year,National,E92000001,England,Final,Psychology,All students,5,12.5,25.6,26.8,18.8,8.9,2.3,18,43,70,89,98,51191
2014,201314,Academic year,National,E92000001,England,Final,Psychology,Female,6,14,27,26.4,17.3,7.6,1.9,20,47,73,90,98,38546
2014,201314,Academic year,National,E92000001,England,Final,Psychology,Male,2,8.2,21.5,28,23.4,12.8,3.6,11,32,60,84,96,12645
2014,201314,Academic year,National,E92000001,England,Final,Physics,All students,11,20.8,22.7,18.8,14.6,10,2.3,32,54,73,88,98,32226
2014,201314,Academic year,National,E92000001,England,Final,Physics,Female,12,23.6,23.3,18.1,12.4,8.5,2,36,59,77,90,98,6736
2014,201314,Academic year,National,E92000001,England,Final,Physics,Male,10,20.1,22.5,19,15.2,10.4,2.3,30,53,72,87,98,25490
2014,201314,Academic year,National,E92000001,England,Final,Physical education,All students,4,12.2,24.4,26,20.5,11.8,1.6,16,40,66,87,98,13198
2014,201314,Academic year,National,E92000001,England,Final,Physical education,Female,6,15.8,28.6,25.1,16.2,8,0.8,21,50,75,91,99,5741
2014,201314,Academic year,National,E92000001,England,Final,Physical education,Male,2,9.3,21.1,26.6,23.8,14.8,2.3,11,32,59,83,98,7457
2014,201314,Academic year,National,E92000001,England,Final,Other social studies,All students,6,14.5,28,26.7,16.8,6.5,1.5,20,49,75,92,98,3605
2014,201314,Academic year,National,E92000001,England,Final,Other social studies,Female,5,14.9,27.7,28.1,16.4,5.9,1.5,20,48,76,92,98,2004
2014,201314,Academic year,National,E92000001,England,Final,Other social studies,Male,7,13.9,28.3,24.9,17.4,7.2,1.4,21,49,74,91,99,1601
2014,201314,Academic year,National,E92000001,England,Final,Other sciences,All students,8,17.7,24.1,21.8,16.5,9.7,2.4,25,50,71,88,98,4121
2014,201314,Academic year,National,E92000001,England,Final,Other sciences,Female,7,16.8,25.7,22.9,15.2,9.8,3,23,49,72,87,97,1214
2014,201314,Academic year,National,E92000001,England,Final,Other sciences,Male,8,18.1,23.5,21.4,17.1,9.7,2.1,26,50,71,88,98,2907
2014,201314,Academic year,National,E92000001,England,Final,Other communication studies,All students,2,9.8,34.2,36.8,14.4,2.6,0.6,12,46,82,97,100,8235
2014,201314,Academic year,National,E92000001,England,Final,Other communication studies,Female,2,11.7,36.9,35.2,11.8,1.8,0.4,14,51,86,98,100,4578
2014,201314,Academic year,National,E92000001,England,Final,Other communication studies,Male,1,7.4,30.8,38.8,17.6,3.5,0.8,9,39,78,96,99,3657
2014,201314,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,14,39,28.1,11.4,4.1,2,1.4,53,81,93,97,99,7066
2014,201314,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,16,40.7,25.9,10.8,4,1.9,1,56,82,93,97,99,4138
2014,201314,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,12,36.7,31.2,12.2,4.2,2.2,1.8,48,80,92,96,98,2928
2014,201314,Academic year,National,E92000001,England,Final,Media film tv,All students,1,9,31,37.3,17.1,3.6,0.6,10,41,79,96,99,19666
2014,201314,Academic year,National,E92000001,England,Final,Media film tv,Female,2,11.2,35,35.4,13.8,2.3,0.5,13,48,84,97,100,11282
2014,201314,Academic year,National,E92000001,England,Final,Media film tv,Male,1,6.1,25.7,39.8,21.6,5.4,0.6,7,33,72,94,99,8384
2014,201314,Academic year,National,E92000001,England,Final,Law,All students,5,12.8,24.8,25.6,19.2,9.8,3.2,18,42,68,87,97,10351
2014,201314,Academic year,National,E92000001,England,Final,Law,Female,5,14.4,25.7,25.9,17.7,8.5,2.5,20,45,71,89,98,6585
2014,201314,Academic year,National,E92000001,England,Final,Law,Male,4,9.9,23.1,25.1,21.7,12,4.4,14,37,62,84,96,3766
2014,201314,Academic year,National,E92000001,England,Final,ICT,All students,1,7.9,21.9,26.8,25,14.5,2.5,9,31,58,83,98,6935
2014,201314,Academic year,National,E92000001,England,Final,ICT,Female,2,10.8,24.4,27.3,22.1,12,1.7,12,37,64,86,98,2459
2014,201314,Academic year,National,E92000001,England,Final,ICT,Male,1,6.2,20.5,26.5,26.6,15.9,3,7,28,54,81,97,4476
2014,201314,Academic year,National,E92000001,England,Final,Home economics,All students,2,15.2,25.9,27.2,19.7,9.1,1,17,43,70,90,99,309
2014,201314,Academic year,National,E92000001,England,Final,Home economics,Female,2,16.7,28,29.5,17.5,5.8,0.4,19,47,76,94,100,275
2014,201314,Academic year,National,E92000001,England,Final,Home economics,Male,NA,NA,8.8,8.8,38.2,35.3,5.9,NA,NA,NA,NA,NA,34
2014,201314,Academic year,National,E92000001,England,Final,History,All students,7,19.1,30.4,26.2,13.2,3.8,0.5,26,56,82,96,100,46003
2014,201314,Academic year,National,E92000001,England,Final,History,Female,8,20.3,31.4,25.1,11.8,3.5,0.5,28,59,84,96,100,24266
2014,201314,Academic year,National,E92000001,England,Final,History,Male,6,17.8,29.3,27.4,14.7,4.1,0.6,24,53,80,95,99,21737
2014,201314,Academic year,National,E92000001,England,Final,Government and politics,All students,8,20.7,27.8,22.4,13.5,5.7,1.5,29,57,79,93,99,12317
2014,201314,Academic year,National,E92000001,England,Final,Government and politics,Female,10,22.4,27.9,21.3,12.1,5.3,1.5,32,60,81,93,99,5296
2014,201314,Academic year,National,E92000001,England,Final,Government and politics,Male,8,19.4,27.8,23.2,14.6,6,1.5,27,55,78,92,99,7021
2014,201314,Academic year,National,E92000001,England,Final,German,All students,8,31.6,28.7,17.3,10.1,3.6,0.5,40,68,86,96,99,3716
2014,201314,Academic year,National,E92000001,England,Final,German,Female,7,31,29.3,17.6,10.8,3.3,0.5,38,68,85,96,99,2240
2014,201314,Academic year,National,E92000001,England,Final,German,Male,10,32.6,27.7,16.9,8.9,3.9,0.5,42,70,87,96,100,1476
2014,201314,Academic year,National,E92000001,England,Final,Geography,All students,7,21.9,29.1,24.4,12.9,4.3,0.6,29,58,82,95,99,29695
2014,201314,Academic year,National,E92000001,England,Final,Geography,Female,8,25.6,29.8,22.1,10.5,3.3,0.4,34,64,86,96,100,14914
2014,201314,Academic year,National,E92000001,England,Final,Geography,Male,5,18.2,28.3,26.8,15.4,5.3,0.8,24,52,79,94,99,14781
2014,201314,Academic year,National,E92000001,England,Final,General studies,All students,4,8.8,19.6,24.7,22.1,14.1,6.6,13,32,57,79,93,24101
2014,201314,Academic year,National,E92000001,England,Final,General studies,Female,5,9.5,20.9,25.6,21.2,12.9,5.3,14,35,61,82,95,13412
2014,201314,Academic year,National,E92000001,England,Final,General studies,Male,4,7.9,17.9,23.5,23.3,15.6,8.3,11,29,53,76,92,10689
2014,201314,Academic year,National,E92000001,England,Final,Further mathematics,All students,26,31.1,19.6,12,6.6,3.3,1,58,77,89,96,99,13031
2014,201314,Academic year,National,E92000001,England,Final,Further mathematics,Female,25,33,20.2,12,6.2,2.5,0.9,58,78,90,96,99,3719
2014,201314,Academic year,National,E92000001,England,Final,Further mathematics,Male,27,30.4,19.3,12,6.7,3.6,1,57,77,89,95,99,9312
2014,201314,Academic year,National,E92000001,England,Final,French,All students,7,32.5,29.2,18.7,9.5,3,0.4,39,68,87,97,100,9078
2014,201314,Academic year,National,E92000001,England,Final,French,Female,7,32.1,29.2,19.3,9.3,3.1,0.3,39,68,87,97,100,6167
2014,201314,Academic year,National,E92000001,England,Final,French,Male,7,33.2,29.2,17.6,9.9,2.8,0.4,40,69,87,97,100,2911
2014,201314,Academic year,National,E92000001,England,Final,Economics,All students,10,24.1,27.8,20.6,11.6,5,1.1,34,62,82,94,99,22884
2014,201314,Academic year,National,E92000001,England,Final,Economics,Female,11,26.2,27.1,19.7,10.3,4.4,1.1,37,64,84,94,99,7226
2014,201314,Academic year,National,E92000001,England,Final,Economics,Male,9,23.2,28.1,21,12.2,5.3,1.1,32,60,81,94,99,15658
2014,201314,Academic year,National,E92000001,England,Final,Drama,All students,4,11.4,31,31.9,16.7,4.5,0.5,15,46,78,95,100,11806
2014,201314,Academic year,National,E92000001,England,Final,Drama,Female,4,12.3,33.2,31.4,14.6,3.6,0.4,17,50,81,96,100,8185
2014,201314,Academic year,National,E92000001,England,Final,Drama,Male,3,9.3,26,33,21.4,6.7,0.7,12,38,71,93,99,3621
2014,201314,Academic year,National,E92000001,England,Final,Design & technology,All students,5,12.8,24.5,27,20.9,8.8,1.2,18,42,69,90,99,11832
2014,201314,Academic year,National,E92000001,England,Final,Design & technology,Female,6,14.7,27.6,26.5,18.1,6.4,0.9,20,48,74,93,99,5032
2014,201314,Academic year,National,E92000001,England,Final,Design & technology,Male,4,11.4,22.2,27.4,23,10.5,1.5,15,38,65,88,98,6800
2014,201314,Academic year,National,E92000001,England,Final,Computer science,All students,3,13.7,21.3,24.4,21,13.5,3.1,17,38,62,83,97,3736
2014,201314,Academic year,National,E92000001,England,Final,Computer science,Female,3,17.5,24.9,20.7,20.4,11.9,1.8,20,45,66,86,98,285
2014,201314,Academic year,National,E92000001,England,Final,Computer science,Male,3,13.4,21,24.7,21.1,13.6,3.2,16,37,62,83,97,3451
2014,201314,Academic year,National,E92000001,England,Final,Chemistry,All students,9,24,26.3,19,12.6,7.2,1.5,33,60,79,91,99,47144
2014,201314,Academic year,National,E92000001,England,Final,Chemistry,Female,9,24.6,27,19.5,12.4,6.7,1.2,33,60,80,92,99,22823
2014,201314,Academic year,National,E92000001,England,Final,Chemistry,Male,10,23.5,25.5,18.6,12.7,7.6,1.8,34,59,78,91,98,24321
2014,201314,Academic year,National,E92000001,England,Final,Business studies,All students,4,11.6,27.2,29.9,18.6,7.4,1.5,16,43,73,91,99,25705
2014,201314,Academic year,National,E92000001,England,Final,Business studies,Female,5,12.7,27.9,28.7,17.8,6.8,1.4,17,45,74,92,98,10673
2014,201314,Academic year,National,E92000001,England,Final,Business studies,Male,3,10.7,26.7,30.7,19.2,7.8,1.6,14,41,72,91,98,15032
2014,201314,Academic year,National,E92000001,England,Final,Biology,All students,10,18.2,23.4,20.9,16.3,9.4,1.6,28,52,73,89,98,55847
2014,201314,Academic year,National,E92000001,England,Final,Biology,Female,10,18.7,23.7,20.8,15.9,9.2,1.4,29,53,74,89,99,33039
2014,201314,Academic year,National,E92000001,England,Final,Biology,Male,10,17.5,23,21,16.7,9.8,2,28,50,72,88,98,22808
2014,201314,Academic year,National,E92000001,England,Final,Art & design,All students,12,15.8,29.2,26.2,12.3,3.7,0.7,28,57,83,96,99,40763
2014,201314,Academic year,National,E92000001,England,Final,Art & design,Female,12,16.9,30.2,25.6,11.1,3.1,0.6,29,60,85,96,99,30809
2014,201314,Academic year,National,E92000001,England,Final,Art & design,Male,11,12.3,26.1,27.9,16.2,5.7,1.2,23,49,77,93,99,9954
2014,201314,Academic year,National,E92000001,England,Final,Accounting and finance,All students,2,10.7,23.3,25.4,19.7,14,4.9,13,36,61,81,95,2748
2014,201314,Academic year,National,E92000001,England,Final,Accounting and finance,Female,2,12,25.4,24.7,19.1,12.8,4.1,14,39,64,83,96,912
2014,201314,Academic year,National,E92000001,England,Final,Accounting and finance,Male,2,10.1,22.2,25.7,20,14.6,5.3,12,34,60,80,95,1836
2015,201415,Academic year,National,E92000001,England,Final,Total subjects,All students,9,18,26.8,24.5,14.7,6.1,1.2,27,53,78,93,99,758625
2015,201415,Academic year,National,E92000001,England,Final,Total subjects,Female,8,18.5,28.5,25,13.7,5.1,1,27,55,80,94,99,417620
2015,201415,Academic year,National,E92000001,England,Final,Total subjects,Male,9,17.4,24.9,23.9,15.9,7.3,1.6,27,52,75,91,99,341005
2015,201415,Academic year,National,E92000001,England,Final,Total Music,All students,5,14.4,25.1,27.3,19.6,7.8,1,19,44,72,91,99,6709
2015,201415,Academic year,National,E92000001,England,Final,Total Music,Female,5,16.6,25.7,26.7,17.9,7.1,0.9,22,47,74,92,99,2682
2015,201415,Academic year,National,E92000001,England,Final,Total Music,Male,4,13,24.8,27.7,20.6,8.3,1.1,18,42,70,91,99,4027
2015,201415,Academic year,National,E92000001,England,Final,Total Modern  languages,All students,11,32,29,17,8,3,1,42,71,88,96,99,27732
2015,201415,Academic year,National,E92000001,England,Final,Total Modern  languages,Female,10,31,29,17,9,3,1,42,71,88,96,99,17881
2015,201415,Academic year,National,E92000001,England,Final,Total Modern  languages,Male,11,32,29,17,8,3,1,43,72,89,96,99,9851
2015,201415,Academic year,National,E92000001,England,Final,Total Maths,All students,18,24.2,21.9,16.3,11.3,6.6,1.3,43,65,81,92,99,82026
2015,201415,Academic year,National,E92000001,England,Final,Total Maths,Female,16,25.5,23.2,16.8,11.4,6.3,1.1,41,65,81,93,99,31830
2015,201415,Academic year,National,E92000001,England,Final,Total Maths,Male,20,23.4,21.1,16,11.3,6.7,1.4,44,65,81,92,99,50196
2015,201415,Academic year,National,E92000001,England,Final,Total English,All students,6,13.6,29.3,32.1,15.5,2.8,0.3,20,49,81,97,100,81533
2015,201415,Academic year,National,E92000001,England,Final,Total English,Female,6,14.3,30.3,31.9,14.4,2.5,0.3,20,51,83,97,100,58720
2015,201415,Academic year,National,E92000001,England,Final,Total English,Male,6,12,26.5,32.7,18.3,3.8,0.4,18,45,77,96,100,22813
2015,201415,Academic year,National,E92000001,England,Final,Total Classical studies,All students,11,25.2,30.3,19.7,9.9,3.2,1,36,66,86,96,99,6242
2015,201415,Academic year,National,E92000001,England,Final,Total Classical studies,Female,11,27,31.1,18.9,8.7,2.7,0.7,38,69,88,97,99,3644
2015,201415,Academic year,National,E92000001,England,Final,Total Classical studies,Male,10,22.8,29.1,20.7,11.5,3.8,1.4,33,62,83,95,98,2598
2015,201415,Academic year,National,E92000001,England,Final,STEM subjects,All students,14,22,23,18,13,8,1,36,59,78,91,99,234258
2015,201415,Academic year,National,E92000001,England,Final,STEM subjects,Female,12,23,24,19,13,7,1,35,59,78,91,99,99248
2015,201415,Academic year,National,E92000001,England,Final,STEM subjects,Male,15,22,22,18,13,8,2,37,59,77,90,98,135010
2015,201415,Academic year,National,E92000001,England,Final,Spanish,All students,9,27.4,30.9,19.8,9.5,3.1,0.4,36,67,87,97,100,7607
2015,201415,Academic year,National,E92000001,England,Final,Spanish,Female,9,27.2,30.7,20.2,9.8,3.1,0.4,36,66,87,96,100,5064
2015,201415,Academic year,National,E92000001,England,Final,Spanish,Male,10,27.7,31.5,19,8.9,3,0.2,37,69,88,97,100,2543
2015,201415,Academic year,National,E92000001,England,Final,Sociology,All students,4,14,30.8,29.4,14.9,5.3,1.5,18,49,78,93,99,29661
2015,201415,Academic year,National,E92000001,England,Final,Sociology,Female,5,15.1,31.3,28.7,14,4.9,1.3,20,51,80,94,99,22800
2015,201415,Academic year,National,E92000001,England,Final,Sociology,Male,3,10.1,29.1,31.7,17.7,6.6,1.9,13,42,74,92,98,6861
2015,201415,Academic year,National,E92000001,England,Final,Religious studies,All students,6,19.1,30.1,25.3,13.7,5.1,1.1,25,55,80,94,99,21273
2015,201415,Academic year,National,E92000001,England,Final,Religious studies,Female,6,19.7,31,25.1,13.2,4.6,0.9,25,56,81,94,99,14659
2015,201415,Academic year,National,E92000001,England,Final,Religious studies,Male,6,17.6,28.2,25.6,14.9,6.3,1.5,24,52,77,92,98,6614
2015,201415,Academic year,National,E92000001,England,Final,Psychology,All students,5,13.3,26.9,27.1,18.1,8,2,18,45,72,90,98,53476
2015,201415,Academic year,National,E92000001,England,Final,Psychology,Female,5,14.8,28.1,26.6,16.7,6.7,1.6,20,48,75,92,98,40707
2015,201415,Academic year,National,E92000001,England,Final,Psychology,Male,2,8.3,22.9,28.5,22.7,12,3.2,11,34,62,85,97,12769
2015,201415,Academic year,National,E92000001,England,Final,Physics,All students,10,21.1,22.1,18.9,14.9,10.4,2.2,32,54,73,88,98,31924
2015,201415,Academic year,National,E92000001,England,Final,Physics,Female,11,23.8,22.8,17.8,14,8.6,1.6,35,58,76,90,98,6811
2015,201415,Academic year,National,E92000001,England,Final,Physics,Male,10,20.3,21.9,19.2,15.2,10.8,2.3,30,52,72,87,98,25113
2015,201415,Academic year,National,E92000001,England,Final,Physical education,All students,4,12,23.6,26.6,20.6,11.3,1.6,16,40,66,87,98,12823
2015,201415,Academic year,National,E92000001,England,Final,Physical education,Female,6,15.9,28,26.5,15.1,7.3,0.8,22,50,77,92,99,5727
2015,201415,Academic year,National,E92000001,England,Final,Physical education,Male,3,8.8,19.9,26.7,25.1,14.5,2.3,12,31,58,83,98,7096
2015,201415,Academic year,National,E92000001,England,Final,Other social studies,All students,6,14.5,28.3,24.9,16.4,7.5,2.7,20,48,73,90,97,3609
2015,201415,Academic year,National,E92000001,England,Final,Other social studies,Female,6,14.9,29.1,24.4,16,7.2,2.3,21,50,74,90,98,2069
2015,201415,Academic year,National,E92000001,England,Final,Other social studies,Male,5,14,27.3,25.7,16.9,7.9,3.3,19,46,72,89,97,1540
2015,201415,Academic year,National,E92000001,England,Final,Other sciences,All students,6,18.3,24.6,24.9,16.1,7.7,1.9,25,49,74,90,98,3957
2015,201415,Academic year,National,E92000001,England,Final,Other sciences,Female,6,18,25.3,26.2,15,7.8,2.1,24,49,75,90,98,1164
2015,201415,Academic year,National,E92000001,England,Final,Other sciences,Male,7,18.5,24.3,24.4,16.5,7.7,1.9,25,50,74,90,98,2793
2015,201415,Academic year,National,E92000001,England,Final,Other communication studies,All students,2,10.9,34.2,37,13.2,2.2,0.4,13,47,84,97,100,9660
2015,201415,Academic year,National,E92000001,England,Final,Other communication studies,Female,2,13,36.4,35.2,11.3,1.6,0.2,15,52,87,98,100,5677
2015,201415,Academic year,National,E92000001,England,Final,Other communication studies,Male,2,8.1,31.2,39.5,15.9,3,0.6,10,41,81,96,99,3983
2015,201415,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,15,38.2,28.5,10.6,4.1,2,1.2,54,82,93,97,99,7510
2015,201415,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,17,39.3,27.2,9.6,4.2,1.9,1.1,56,83,93,97,99,4415
2015,201415,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,14,36.6,30.4,12,4.1,2.1,1.3,50,80,92,97,99,3095
2015,201415,Academic year,National,E92000001,England,Final,Media film tv,All students,1,9.3,30.5,37,17.9,3.5,0.6,10,41,78,96,99,19201
2015,201415,Academic year,National,E92000001,England,Final,Media film tv,Female,2,11.5,34.3,35.8,14.1,2.3,0.4,13,47,83,97,100,11245
2015,201415,Academic year,National,E92000001,England,Final,Media film tv,Male,1,6.3,25.1,38.7,23.2,5.1,0.7,7,32,71,94,99,7956
2015,201415,Academic year,National,E92000001,England,Final,Law,All students,6,13.1,26.1,25.5,18.1,8.8,2.8,19,45,70,88,97,9769
2015,201415,Academic year,National,E92000001,England,Final,Law,Female,6,14.5,26.7,24.8,17.1,8.3,2.4,21,47,72,89,98,6227
2015,201415,Academic year,National,E92000001,England,Final,Law,Male,4,10.5,25,26.8,20,9.8,3.4,15,40,67,87,97,3542
2015,201415,Academic year,National,E92000001,England,Final,ICT,All students,1,8,20.2,27.3,26.7,14,2.6,9,30,57,84,98,6577
2015,201415,Academic year,National,E92000001,England,Final,ICT,Female,2,11,24.2,27.3,23.1,11,1.4,13,37,65,88,99,2327
2015,201415,Academic year,National,E92000001,England,Final,ICT,Male,1,6.4,18,27.2,28.6,15.6,3.2,7,25,52,81,97,4250
2015,201415,Academic year,National,E92000001,England,Final,Home economics,All students,2,13.7,28.8,30.8,13.7,8.9,2.1,16,45,75,89,98,292
2015,201415,Academic year,National,E92000001,England,Final,Home economics,Female,NA,NA,NA,30.1,12.2,6.1,2.4,NA,NA,NA,NA,NA,246
2015,201415,Academic year,National,E92000001,England,Final,Home economics,Male,NA,NA,NA,34.8,21.7,23.9,0,NA,NA,NA,NA,NA,46
2015,201415,Academic year,National,E92000001,England,Final,History,All students,7,18.4,30.9,27.2,13.2,3.4,0.4,25,56,83,96,100,49587
2015,201415,Academic year,National,E92000001,England,Final,History,Female,7,19.6,31.7,26,12,3,0.4,27,59,85,97,100,26513
2015,201415,Academic year,National,E92000001,England,Final,History,Male,6,16.9,29.9,28.6,14.5,3.9,0.5,23,52,81,96,99,23074
2015,201415,Academic year,National,E92000001,England,Final,Government and politics,All students,8,20.9,27.9,23.3,13.7,5.4,1,29,57,80,94,99,13379
2015,201415,Academic year,National,E92000001,England,Final,Government and politics,Female,9,22.4,28.1,21.4,12.1,5.6,1.2,32,60,81,93,99,5967
2015,201415,Academic year,National,E92000001,England,Final,Government and politics,Male,7,19.7,27.7,24.8,15,5.2,0.9,26,54,79,94,99,7412
2015,201415,Academic year,National,E92000001,England,Final,German,All students,8,30.8,27.5,18.8,10.5,3.7,0.4,39,67,85,96,100,3624
2015,201415,Academic year,National,E92000001,England,Final,German,Female,8,29.4,27.7,19.3,11.2,3.7,0.4,38,65,85,96,100,2176
2015,201415,Academic year,National,E92000001,England,Final,German,Male,8,32.9,27.1,18,9.5,3.7,0.6,41,68,86,96,100,1448
2015,201415,Academic year,National,E92000001,England,Final,Geography,All students,8,21,29.4,24.2,13.3,4,0.5,29,58,82,96,100,33850
2015,201415,Academic year,National,E92000001,England,Final,Geography,Female,10,24,30,22.1,10.9,3,0.4,34,64,86,97,100,17146
2015,201415,Academic year,National,E92000001,England,Final,Geography,Male,6,17.8,28.8,26.4,15.7,4.9,0.7,23,52,79,94,99,16704
2015,201415,Academic year,National,E92000001,England,Final,General studies,All students,5,9.5,20.9,25.5,21.8,12.2,5.5,14,35,61,82,95,18059
2015,201415,Academic year,National,E92000001,England,Final,General studies,Female,6,10.6,22.7,26.5,20.3,10.4,4.1,16,39,65,86,96,9862
2015,201415,Academic year,National,E92000001,England,Final,General studies,Male,4,8.1,18.7,24.2,23.5,14.4,7.3,12,31,55,78,93,8197
2015,201415,Academic year,National,E92000001,England,Final,Further mathematics,All students,29,28.6,20.3,11.2,6.7,3.4,0.9,58,78,89,96,99,13695
