year,time_period,time_identifier,geographic_level,country_code,country_name,data_version,subject_name,characteristic_value,perc_astar_grade_achieved,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved,entry_count
2022,202122,Academic year,National,E92000001,England,Revised,Italian,Male,52,78.3,93.9,98.6,98.9,99.3,277
2016,201516,Academic year,National,E92000001,England,Final,Latin,All students,25,67,90,NA,NA,NA,1108
2017,201617,Academic year,National,E92000001,England,Final,Latin,All students,29,69,NA,NA,NA,NA,1173
2018,201718,Academic year,National,E92000001,England,Revised,Latin,All students,25.2,67,87.4,96.4,99,99.5,1150
2019,201819,Academic year,National,E92000001,England,Revised,Latin,All students,25.1,65.4,84.7,93.1,97.5,99.3,1078
2020,201920,Academic year,National,E92000001,England,Final,Latin,All students,46.6,85.4,97.4,99.3,99.8,99.9,983
2021,202021,Academic year,National,E92000001,England,Final,Latin,All students,62.2,91.1,97.7,99.6,99.7,99.8,1018
2022,202122,Academic year,National,E92000001,England,Revised,Latin,All students,50.9,81.4,91.1,96.5,98.8,99.7,1023
2016,201516,Academic year,National,E92000001,England,Final,Latin,Female,24,68,NA,NA,NA,NA,629
2017,201617,Academic year,National,E92000001,England,Final,Latin,Female,29,68,NA,NA,NA,NA,668
2018,201718,Academic year,National,E92000001,England,Revised,Latin,Female,23.8,67.2,88.7,97.2,99,99.6,682
2019,201819,Academic year,National,E92000001,England,Revised,Latin,Female,24.3,66,84,93,97.8,99.4,639
2020,201920,Academic year,National,E92000001,England,Final,Latin,Female,46.3,86.3,98.3,99.3,99.8,99.8,585
2021,202021,Academic year,National,E92000001,England,Final,Latin,Female,62.2,91.8,98,99.7,99.8,100,598
2022,202122,Academic year,National,E92000001,England,Revised,Latin,Female,51.4,82.3,90.7,96.5,99.2,99.7,593
2016,201516,Academic year,National,E92000001,England,Final,Latin,Male,26,67,NA,NA,NA,NA,479
2017,201617,Academic year,National,E92000001,England,Final,Latin,Male,28,69,90,97,99,99,505
2018,201718,Academic year,National,E92000001,England,Revised,Latin,Male,27.4,66.9,85.5,95.3,98.9,99.4,468
2019,201819,Academic year,National,E92000001,England,Revised,Latin,Male,26.4,64.5,85.6,93.4,97,99.1,439
2020,201920,Academic year,National,E92000001,England,Final,Latin,Male,47,83.9,96,99.2,99.7,100,398
2021,202021,Academic year,National,E92000001,England,Final,Latin,Male,62.1,90,97.4,99.5,99.5,99.5,420
2022,202122,Academic year,National,E92000001,England,Revised,Latin,Male,50.2,80.2,91.6,96.5,98.4,99.8,430
1996,199596,Academic year,National,E92000001,England,Final,Law,All students,NA,11,22,38,55,70,7017
1997,199697,Academic year,National,E92000001,England,Final,Law,All students,NA,11,24,41,58,73,7253
1998,199798,Academic year,National,E92000001,England,Final,Law,All students,NA,11,23,40,57,73,7105
1999,199899,Academic year,National,E92000001,England,Final,Law,All students,NA,11,25,42,61,75,7217
2000,199900,Academic year,National,E92000001,England,Final,Law,All students,NA,11,26,44,61,76,7189
2001,200001,Academic year,National,E92000001,England,Final,Law,All students,NA,12,28,46,63,78,7398
2002,200102,Academic year,National,E92000001,England,Final,Law,All students,NA,14,34,55,75,90,8506
2003,200203,Academic year,National,E92000001,England,Final,Law,All students,NA,17,38,61,81,94,10097
2004,200304,Academic year,National,E92000001,England,Final,Law,All students,NA,18,39,62,82,94,11841
2005,200405,Academic year,National,E92000001,England,Final,Law,All students,NA,17,39,63,83,95,12651
2006,200506,Academic year,National,E92000001,England,Final,Law,All students,NA,20,42,66,85,96,13511
2007,200607,Academic year,National,E92000001,England,Final,Law,All students,NA,21,43,67,85,96,13819
2008,200708,Academic year,National,E92000001,England,Final,Law,All students,NA,21,44,68,86,97,14198
2009,200809,Academic year,National,E92000001,England,Final,Law,All students,NA,21,45,69,87,97,14759
2010,200910,Academic year,National,E92000001,England,Final,Law,All students,5,20,44,69,88,97,14261
2011,201011,Academic year,National,E92000001,England,Final,Law,All students,5,19,43,68,88,98,13132
2012,201112,Academic year,National,E92000001,England,Final,Law,All students,5,18,43,69,88,97,12256
2013,201213,Academic year,National,E92000001,England,Final,Law,All students,4,18,43,69,88,97,11744
2014,201314,Academic year,National,E92000001,England,Final,Law,All students,5,18,42,68,87,97,10351
2015,201415,Academic year,National,E92000001,England,Final,Law,All students,6,19,45,70,88,97,9769
2016,201516,Academic year,National,E92000001,England,Final,Law,All students,4,17,43,70,88,97,10272
2017,201617,Academic year,National,E92000001,England,Final,Law,All students,5,19,47,72,89,97,10542
2018,201718,Academic year,National,E92000001,England,Revised,Law,All students,4,18.1,47.1,73.7,89.9,97.1,10270
2019,201819,Academic year,National,E92000001,England,Revised,Law,All students,4.5,16.7,40.2,67.1,86.2,95.7,10982
2020,201920,Academic year,National,E92000001,England,Final,Law,All students,8.4,26.8,55.1,82.2,94.4,99.1,11018
2021,202021,Academic year,National,E92000001,England,Final,Law,All students,10.2,31.5,59.4,82.9,94.4,98.9,12646
2022,202122,Academic year,National,E92000001,England,Revised,Law,All students,8.2,25.1,48.8,70.8,87.6,96.5,13580
1996,199596,Academic year,National,E92000001,England,Final,Law,Female,NA,12,24,40,58,73,4118
1997,199697,Academic year,National,E92000001,England,Final,Law,Female,NA,11,24,41,59,74,4253
1998,199798,Academic year,National,E92000001,England,Final,Law,Female,NA,12,24,42,59,75,4174
1999,199899,Academic year,National,E92000001,England,Final,Law,Female,NA,12,27,44,63,76,4317
2000,199900,Academic year,National,E92000001,England,Final,Law,Female,NA,12,28,46,63,78,4400
2001,200001,Academic year,National,E92000001,England,Final,Law,Female,NA,13,29,47,65,79,4505
2002,200102,Academic year,National,E92000001,England,Final,Law,Female,NA,16,36,58,77,92,5114
2003,200203,Academic year,National,E92000001,England,Final,Law,Female,NA,20,41,64,83,95,6124
2004,200304,Academic year,National,E92000001,England,Final,Law,Female,NA,20,42,65,84,95,7051
2005,200405,Academic year,National,E92000001,England,Final,Law,Female,NA,19,42,67,85,95,7526
2006,200506,Academic year,National,E92000001,England,Final,Law,Female,NA,22,45,69,87,96,8137
2007,200607,Academic year,National,E92000001,England,Final,Law,Female,NA,23,47,70,87,97,8009
2008,200708,Academic year,National,E92000001,England,Final,Law,Female,NA,23,47,70,88,97,8470
2009,200809,Academic year,National,E92000001,England,Final,Law,Female,NA,23,48,72,88,97,8691
2010,200910,Academic year,National,E92000001,England,Final,Law,Female,6,23,48,72,89,97,8503
2011,201011,Academic year,National,E92000001,England,Final,Law,Female,5,21,45,70,89,98,7979
2012,201112,Academic year,National,E92000001,England,Final,Law,Female,6,21,47,72,90,98,7487
2013,201213,Academic year,National,E92000001,England,Final,Law,Female,5,20,46,72,90,98,7236
2014,201314,Academic year,National,E92000001,England,Final,Law,Female,5,20,45,71,89,98,6585
2015,201415,Academic year,National,E92000001,England,Final,Law,Female,6,21,47,72,89,98,6227
2016,201516,Academic year,National,E92000001,England,Final,Law,Female,5,20,46,72,90,98,6540
2017,201617,Academic year,National,E92000001,England,Final,Law,Female,6,21,50,75,90,98,6841
2018,201718,Academic year,National,E92000001,England,Revised,Law,Female,4.6,20.5,50.6,76.5,91.6,97.8,6673
2019,201819,Academic year,National,E92000001,England,Revised,Law,Female,5,18.9,42.9,69.6,87.5,96.1,7120
2020,201920,Academic year,National,E92000001,England,Final,Law,Female,9.5,29.3,58.7,84.5,95.2,99.2,7226
2021,202021,Academic year,National,E92000001,England,Final,Law,Female,11.7,35.1,63.8,85.7,95.3,99.1,8220
2022,202122,Academic year,National,E92000001,England,Revised,Law,Female,9.2,27.5,51.2,72.6,88.7,96.9,8901
1996,199596,Academic year,National,E92000001,England,Final,Law,Male,NA,9,20,34,52,67,2899
1997,199697,Academic year,National,E92000001,England,Final,Law,Male,NA,12,23,40,56,70,3000
1998,199798,Academic year,National,E92000001,England,Final,Law,Male,NA,10,21,37,55,71,2931
1999,199899,Academic year,National,E92000001,England,Final,Law,Male,NA,10,23,40,58,74,2900
2000,199900,Academic year,National,E92000001,England,Final,Law,Male,NA,9,23,41,58,73,2789
2001,200001,Academic year,National,E92000001,England,Final,Law,Male,NA,11,25,43,60,77,2893
2002,200102,Academic year,National,E92000001,England,Final,Law,Male,NA,12,30,50,71,88,3392
2003,200203,Academic year,National,E92000001,England,Final,Law,Male,NA,14,33,55,77,92,3973
2004,200304,Academic year,National,E92000001,England,Final,Law,Male,NA,14,34,57,79,93,4790
2005,200405,Academic year,National,E92000001,England,Final,Law,Male,NA,15,34,59,80,94,5125
2006,200506,Academic year,National,E92000001,England,Final,Law,Male,NA,17,38,62,82,95,5374
2007,200607,Academic year,National,E92000001,England,Final,Law,Male,NA,17,39,64,83,95,5810
2008,200708,Academic year,National,E92000001,England,Final,Law,Male,NA,18,40,64,84,96,5728
2009,200809,Academic year,National,E92000001,England,Final,Law,Male,NA,18,42,66,85,97,6068
2010,200910,Academic year,National,E92000001,England,Final,Law,Male,4,16,39,65,86,97,5758
2011,201011,Academic year,National,E92000001,England,Final,Law,Male,4,16,39,65,85,97,5153
2012,201112,Academic year,National,E92000001,England,Final,Law,Male,4,14,37,64,86,97,4769
2013,201213,Academic year,National,E92000001,England,Final,Law,Male,3,15,38,65,86,97,4508
2014,201314,Academic year,National,E92000001,England,Final,Law,Male,4,14,37,62,84,96,3766
2015,201415,Academic year,National,E92000001,England,Final,Law,Male,4,15,40,67,87,97,3542
2016,201516,Academic year,National,E92000001,England,Final,Law,Male,3,14,38,65,86,97,3732
2017,201617,Academic year,National,E92000001,England,Final,Law,Male,4,16,42,67,86,96,3701
2018,201718,Academic year,National,E92000001,England,Revised,Law,Male,2.9,13.6,40.6,68.4,86.5,95.9,3597
2019,201819,Academic year,National,E92000001,England,Revised,Law,Male,3.5,12.6,35.2,62.7,83.7,95.2,3862
2020,201920,Academic year,National,E92000001,England,Final,Law,Male,6.4,22.3,48.2,77.9,92.8,99,3792
2021,202021,Academic year,National,E92000001,England,Final,Law,Male,7.5,24.9,51.3,77.7,92.7,98.6,4426
2022,202122,Academic year,National,E92000001,England,Revised,Law,Male,6.2,20.6,44.1,67.3,85.5,95.7,4679
2016,201516,Academic year,National,E92000001,England,Final,Maths,All students,19,44,66,82,93,99,79097
2017,201617,Academic year,National,E92000001,England,Final,Maths,All students,19,44,66,82,93,99,81893
2018,201718,Academic year,National,E92000001,England,Revised,Maths,All students,16.8,44.1,66.8,82.7,92.7,98.1,85115
2019,201819,Academic year,National,E92000001,England,Revised,Maths,All students,16.9,41.4,59.2,75.7,88.9,97,82446
2020,201920,Academic year,National,E92000001,England,Final,Maths,All students,24,50.6,70.7,86.7,95.5,99.5,85091
2021,202021,Academic year,National,E92000001,England,Final,Maths,All students,28.8,55,73.1,86.2,94.3,98.9,87410
2022,202122,Academic year,National,E92000001,England,Revised,Maths,All students,23.3,47.9,64.1,78.8,90.6,97.7,86317
2016,201516,Academic year,National,E92000001,England,Final,Maths,Female,16,42,66,82,93,99,30680
2017,201617,Academic year,National,E92000001,England,Final,Maths,Female,16,43,66,83,93,99,32060
2018,201718,Academic year,National,E92000001,England,Revised,Maths,Female,14.3,42.9,66.8,83.1,93.2,98.4,33607
2019,201819,Academic year,National,E92000001,England,Revised,Maths,Female,14.2,39.4,58.2,75.7,89.1,97.3,31783
2020,201920,Academic year,National,E92000001,England,Final,Maths,Female,23.2,52.2,73.3,88.8,96.5,99.7,33411
2021,202021,Academic year,National,E92000001,England,Final,Maths,Female,28.8,57.4,76,88.4,95.4,99.1,33798
2022,202122,Academic year,National,E92000001,England,Revised,Maths,Female,21.8,48.2,65.3,80.4,92,98.2,32315
2016,201516,Academic year,National,E92000001,England,Final,Maths,Male,20,45,67,82,93,99,48417
2017,201617,Academic year,National,E92000001,England,Final,Maths,Male,21,45,66,82,92,99,49833
2018,201718,Academic year,National,E92000001,England,Revised,Maths,Male,18.4,44.9,66.8,82.5,92.4,97.9,51508
2019,201819,Academic year,National,E92000001,England,Revised,Maths,Male,18.6,42.6,59.9,75.6,88.8,96.8,50663
2020,201920,Academic year,National,E92000001,England,Final,Maths,Male,24.4,49.6,68.9,85.4,94.9,99.4,51679
2021,202021,Academic year,National,E92000001,England,Final,Maths,Male,28.7,53.6,71.3,84.7,93.5,98.8,53611
2022,202122,Academic year,National,E92000001,England,Revised,Maths,Male,24.3,47.8,63.3,77.9,89.7,97.4,54001
1996,199596,Academic year,National,E92000001,England,Final,Media film tv,All students,NA,10,27,57,82,93,6841
1997,199697,Academic year,National,E92000001,England,Final,Media film tv,All students,NA,10,28,56,81,93,8954
1998,199798,Academic year,National,E92000001,England,Final,Media film tv,All students,NA,10,26,56,81,94,10805
1999,199899,Academic year,National,E92000001,England,Final,Media film tv,All students,NA,9,26,58,83,94,11374
2000,199900,Academic year,National,E92000001,England,Final,Media film tv,All students,NA,9,26,56,83,94,12166
2001,200001,Academic year,National,E92000001,England,Final,Media film tv,All students,NA,11,29,62,86,95,13656
2002,200102,Academic year,National,E92000001,England,Final,Media film tv,All students,NA,11,35,67,90,98,16748
2003,200203,Academic year,National,E92000001,England,Final,Media film tv,All students,NA,12,36,67,90,98,19270
2004,200304,Academic year,National,E92000001,England,Final,Media film tv,All students,NA,13,39,71,92,98,20990
2005,200405,Academic year,National,E92000001,England,Final,Media film tv,All students,NA,12,40,73,93,98,21467
2006,200506,Academic year,National,E92000001,England,Final,Media film tv,All students,NA,13,41,74,93,99,22986
2007,200607,Academic year,National,E92000001,England,Final,Media film tv,All students,NA,14,43,76,94,99,23313
2008,200708,Academic year,National,E92000001,England,Final,Media film tv,All students,NA,13,43,76,94,99,24135
2009,200809,Academic year,National,E92000001,England,Final,Media film tv,All students,NA,13,44,77,95,99,25056
2010,200910,Academic year,National,E92000001,England,Final,Media film tv,All students,2,12,42,77,94,99,24228
2011,201011,Academic year,National,E92000001,England,Final,Media film tv,All students,2,11,42,77,95,99,24226
2012,201112,Academic year,National,E92000001,England,Final,Media film tv,All students,1,11,40,77,95,99,22954
2013,201213,Academic year,National,E92000001,England,Final,Media film tv,All students,1,11,42,79,96,99,20800
2014,201314,Academic year,National,E92000001,England,Final,Media film tv,All students,1,10,41,79,96,99,19666
2015,201415,Academic year,National,E92000001,England,Final,Media film tv,All students,1,10,41,78,96,99,19201
2016,201516,Academic year,National,E92000001,England,Final,Media film tv,All students,1,10,40,78,96,100,18843
2017,201617,Academic year,National,E92000001,England,Final,Media film tv,All students,2,11,42,79,96,99,17997
2018,201718,Academic year,National,E92000001,England,Revised,Media film tv,All students,1.7,11.6,41.2,77.6,95.4,99.3,17260
2019,201819,Academic year,National,E92000001,England,Revised,Media film tv,All students,1.3,10.7,44.3,80.2,95.7,99,13938
2020,201920,Academic year,National,E92000001,England,Final,Media film tv,All students,4.6,22,57,89,98.4,99.7,13693
2021,202021,Academic year,National,E92000001,England,Final,Media film tv,All students,7.1,27.7,61.1,88,97.1,99.4,13042
2022,202122,Academic year,National,E92000001,England,Revised,Media film tv,All students,5.6,22.2,59.2,85.8,96.3,98.9,13774
1996,199596,Academic year,National,E92000001,England,Final,Media film tv,Female,NA,10,29,59,83,94,3814
1997,199697,Academic year,National,E92000001,England,Final,Media film tv,Female,NA,11,30,58,83,94,5027
1998,199798,Academic year,National,E92000001,England,Final,Media film tv,Female,NA,11,28,59,84,95,6326
1999,199899,Academic year,National,E92000001,England,Final,Media film tv,Female,NA,9,28,61,86,96,6718
2000,199900,Academic year,National,E92000001,England,Final,Media film tv,Female,NA,10,29,60,85,96,7158
2001,200001,Academic year,National,E92000001,England,Final,Media film tv,Female,NA,12,31,66,88,96,7973
2002,200102,Academic year,National,E92000001,England,Final,Media film tv,Female,NA,13,39,71,92,98,9715
2003,200203,Academic year,National,E92000001,England,Final,Media film tv,Female,NA,14,40,72,92,99,11160
2004,200304,Academic year,National,E92000001,England,Final,Media film tv,Female,NA,15,44,75,94,99,11924
2005,200405,Academic year,National,E92000001,England,Final,Media film tv,Female,NA,14,44,77,94,99,12244
2006,200506,Academic year,National,E92000001,England,Final,Media film tv,Female,NA,15,45,78,95,99,12979
2007,200607,Academic year,National,E92000001,England,Final,Media film tv,Female,NA,16,48,80,95,99,13141
2008,200708,Academic year,National,E92000001,England,Final,Media film tv,Female,NA,16,48,81,96,99,13375
2009,200809,Academic year,National,E92000001,England,Final,Media film tv,Female,NA,15,48,81,96,99,14037
2010,200910,Academic year,National,E92000001,England,Final,Media film tv,Female,2,14,47,81,96,99,13545
2011,201011,Academic year,National,E92000001,England,Final,Media film tv,Female,2,14,47,82,96,99,13680
2012,201112,Academic year,National,E92000001,England,Final,Media film tv,Female,2,13,46,82,97,100,13143
2013,201213,Academic year,National,E92000001,England,Final,Media film tv,Female,2,13,49,84,97,99,11996
2014,201314,Academic year,National,E92000001,England,Final,Media film tv,Female,2,13,48,84,97,100,11282
2015,201415,Academic year,National,E92000001,England,Final,Media film tv,Female,2,13,47,83,97,100,11245
2016,201516,Academic year,National,E92000001,England,Final,Media film tv,Female,1,12,47,84,98,100,10840
2017,201617,Academic year,National,E92000001,England,Final,Media film tv,Female,2,14,49,84,97,100,10461
2018,201718,Academic year,National,E92000001,England,Revised,Media film tv,Female,2.1,15,49.2,83.2,97,99.6,9896
2019,201819,Academic year,National,E92000001,England,Revised,Media film tv,Female,1.7,13.4,50.7,84.8,97.2,99.5,7828
2020,201920,Academic year,National,E92000001,England,Final,Media film tv,Female,5.9,27.3,64.5,92.3,98.9,99.8,7813
2021,202021,Academic year,National,E92000001,England,Final,Media film tv,Female,9.5,34.6,69.2,91.8,98.2,99.5,7552
2022,202122,Academic year,National,E92000001,England,Revised,Media film tv,Female,7.6,27.5,66.9,90.1,97.6,99.3,7957
1996,199596,Academic year,National,E92000001,England,Final,Media film tv,Male,NA,9,25,54,80,92,3027
1997,199697,Academic year,National,E92000001,England,Final,Media film tv,Male,NA,9,25,54,78,92,3927
1998,199798,Academic year,National,E92000001,England,Final,Media film tv,Male,NA,8,22,51,78,92,4479
1999,199899,Academic year,National,E92000001,England,Final,Media film tv,Male,NA,9,24,52,78,92,4656
2000,199900,Academic year,National,E92000001,England,Final,Media film tv,Male,NA,8,22,51,79,93,5008
2001,200001,Academic year,National,E92000001,England,Final,Media film tv,Male,NA,10,26,57,83,94,5683
2002,200102,Academic year,National,E92000001,England,Final,Media film tv,Male,NA,8,29,62,87,97,7033
2003,200203,Academic year,National,E92000001,England,Final,Media film tv,Male,NA,9,30,62,88,98,8110
2004,200304,Academic year,National,E92000001,England,Final,Media film tv,Male,NA,10,32,65,90,98,9066
2005,200405,Academic year,National,E92000001,England,Final,Media film tv,Male,NA,10,34,67,90,98,9223
2006,200506,Academic year,National,E92000001,England,Final,Media film tv,Male,NA,10,35,68,91,98,10007
2007,200607,Academic year,National,E92000001,England,Final,Media film tv,Male,NA,11,37,71,92,99,10172
2008,200708,Academic year,National,E92000001,England,Final,Media film tv,Male,NA,10,37,71,92,99,10760
2009,200809,Academic year,National,E92000001,England,Final,Media film tv,Male,NA,11,38,73,93,99,11019
2010,200910,Academic year,National,E92000001,England,Final,Media film tv,Male,1,9,36,71,93,99,10683
2011,201011,Academic year,National,E92000001,England,Final,Media film tv,Male,1,8,34,71,93,99,10546
2012,201112,Academic year,National,E92000001,England,Final,Media film tv,Male,1,8,32,70,94,99,9811
2013,201213,Academic year,National,E92000001,England,Final,Media film tv,Male,1,7,32,72,94,99,8804
2014,201314,Academic year,National,E92000001,England,Final,Media film tv,Male,1,7,33,72,94,99,8384
2015,201415,Academic year,National,E92000001,England,Final,Media film tv,Male,1,7,32,71,94,99,7956
2016,201516,Academic year,National,E92000001,England,Final,Media film tv,Male,1,6,31,71,94,100,8003
2017,201617,Academic year,National,E92000001,England,Final,Media film tv,Male,1,8,33,72,94,99,7536
2018,201718,Academic year,National,E92000001,England,Revised,Media film tv,Male,1,7,30.5,70,93.2,99,7364
2019,201819,Academic year,National,E92000001,England,Revised,Media film tv,Male,0.8,7.2,36,74.3,93.9,98.5,6110
2020,201920,Academic year,National,E92000001,England,Final,Media film tv,Male,2.9,15,47,84.6,97.7,99.7,5880
2021,202021,Academic year,National,E92000001,England,Final,Media film tv,Male,3.8,18.3,50.1,82.8,95.6,99.2,5490
2022,202122,Academic year,National,E92000001,England,Revised,Media film tv,Male,2.9,14.8,48.5,79.9,94.5,98.5,5817
1996,199596,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,NA,28,50,69,81,89,3435
1997,199697,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,NA,29,53,71,82,89,3473
1998,199798,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,NA,33,59,76,87,93,3457
1999,199899,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,NA,35,60,77,88,93,3499
2000,199900,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,NA,37,62,79,88,93,3660
2001,200001,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,NA,42,68,85,92,96,3409
2002,200102,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,NA,45,73,88,94,97,3860
2003,200203,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,NA,49,75,89,94,97,3999
2004,200304,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,NA,45,75,88,94,97,4279
2005,200405,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,NA,44,73,89,94,97,4534
2006,200506,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,NA,46,76,89,94,97,5084
2007,200607,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,NA,49,79,91,95,98,5119
2008,200708,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,NA,50,79,91,96,98,5530
2009,200809,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,NA,49,80,91,96,98,6090
2010,200910,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,14,53,81,91,95,98,5912
2011,201011,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,14,55,82,93,97,99,6799
2012,201112,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,14,54,82,93,97,99,7099
2013,201213,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,14,51,81,92,96,99,7084
2014,201314,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,14,53,81,93,97,99,7066
2015,201415,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,15,54,82,93,97,99,7510
2016,201516,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,14,52,81,93,97,99,7436
2017,201617,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,14,51,82,93,97,99,7359
2018,201718,Academic year,National,E92000001,England,Revised,Other  modern  languages,All students,13.9,52.1,81.4,93.4,97.3,98.7,7842
2019,201819,Academic year,National,E92000001,England,Revised,Other  modern  languages,All students,17.7,52.1,78.7,90.2,95.4,97.6,6618
2020,201920,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,32.9,73.9,90.6,96.4,97.7,98.1,4385
2021,202021,Academic year,National,E92000001,England,Final,Other  modern  languages,All students,51.8,82.6,94.1,97.7,98.4,98.6,4418
2022,202122,Academic year,National,E92000001,England,Revised,Other  modern  languages,All students,39.2,71.5,88.1,93.9,96.4,97.7,4690
1996,199596,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,NA,28,52,72,85,92,1937
1997,199697,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,NA,29,54,72,84,91,2025
1998,199798,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,NA,35,61,78,89,94,1894
1999,199899,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,NA,38,63,80,90,95,1966
2000,199900,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,NA,40,67,83,92,96,2076
2001,200001,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,NA,46,70,86,93,96,1881
2002,200102,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,NA,47,75,90,95,97,2178
2003,200203,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,NA,52,78,90,95,97,2281
2004,200304,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,NA,48,77,90,96,97,2464
2005,200405,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,NA,46,76,90,94,97,2575
2006,200506,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,NA,50,78,89,94,97,2875
2007,200607,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,NA,52,80,92,96,98,2884
2008,200708,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,NA,52,80,91,96,99,3159
2009,200809,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,NA,52,81,92,96,98,3453
2010,200910,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,14,56,82,92,96,98,3383
2011,201011,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,15,58,83,93,97,99,3886
2012,201112,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,15,57,84,94,97,99,4081
2013,201213,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,15,54,82,93,97,99,4114
2014,201314,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,16,56,82,93,97,99,4138
2015,201415,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,17,56,83,93,97,99,4415
2016,201516,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,15,55,83,94,98,99,4357
2017,201617,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,16,55,84,94,98,99,4302
2018,201718,Academic year,National,E92000001,England,Revised,Other  modern  languages,Female,15.5,56.3,84,94.4,97.8,99.1,4537
2019,201819,Academic year,National,E92000001,England,Revised,Other  modern  languages,Female,20.4,55.4,80.8,91.2,96,98,3888
2020,201920,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,35.5,76,90.8,96.1,97.5,98,2553
2021,202021,Academic year,National,E92000001,England,Final,Other  modern  languages,Female,53.8,83.8,94.7,97.9,98.4,98.6,2621
2022,202122,Academic year,National,E92000001,England,Revised,Other  modern  languages,Female,40.9,73.3,88.5,94.1,96.6,97.7,2737
1996,199596,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,NA,28,48,64,76,86,1498
1997,199697,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,NA,29,52,69,80,87,1448
1998,199798,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,NA,30,56,74,85,91,1563
1999,199899,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,NA,31,55,74,85,92,1533
2000,199900,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,NA,33,56,72,83,89,1584
2001,200001,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,NA,38,65,84,91,95,1528
2002,200102,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,NA,42,69,86,93,96,1682
2003,200203,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,NA,45,73,87,93,96,1718
2004,200304,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,NA,40,71,86,93,96,1815
2005,200405,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,NA,41,70,87,94,97,1959
2006,200506,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,NA,41,73,89,94,96,2209
2007,200607,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,NA,45,77,90,95,97,2235
2008,200708,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,NA,46,78,90,95,98,2371
2009,200809,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,NA,46,79,91,95,98,2637
2010,200910,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,14,50,80,91,95,97,2529
2011,201011,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,13,51,80,92,97,99,2913
2012,201112,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,11,49,80,92,97,98,3018
2013,201213,Academic year,National,E92000001,England,Final,Other  modern  languages,Male,12,46,79,92,96,98,2970
