time_period,time_identifier,geographic_level,country_code,country_name,version,school_type,school_type_group,characteristic_gender,number_of_students,aps_per_entry_2016_2022,aps_per_entry_2013_2015,aps_per_entry_grade_2016_2022,aps_per_entry_grade_2013_2015,pc_achieving_atleast_two_alev,entered_for_one_or_more_alev_or_applied,aps_per_entry_best3,aps_per_entry_grade_best3,pc_achieving_3_astar_to_a_alev,pc_achieving_aab_or_better_alev,entered_for_one_or_more_alev,pc_achieving_aab_or_better_atleast_two_facilitating_alev,year,year_2013_2015,year_2016_2022
201516,Academic year,National,E92000001,England,Revised,All state-funded schools,State-funded schools,All students,201871,30.84,,C,,,132932,34.42,C+,11.5,19.9,131711,15.6,2016,,2016
201516,Academic year,National,E92000001,England,Revised,All state-funded schools and colleges,All state-funded,All students,286399,30.44,,C,,,193155,33.79,C+,10.5,18.5,191607,13.9,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Converter academies - mainstream,State-funded schools,All students,118274,32.07,,C+,,,84879,35.34,B-,13,22,84288,17.4,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Free schools,State-funded schools,All students,602,26.23,,C-,,,416,29.94,C,3.8,10.6,410,9,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Free schools 16-19,State-funded schools,All students,1100,33.89,,C+,,,787,36.52,B-,17.2,27.8,787,25.4,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Independent schools,Independent schools,All students,37744,40.79,,B,,,32278,42.07,B+,29.5,43.7,32192,35.8,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Independent special schools,Independent schools,All students,123,24.73,,D+,,,49,25.31,C-,6.1,8.2,48,6.3,2016,,2016
201516,Academic year,National,E92000001,England,Revised,LA maintained mainstream schools,State-funded schools,All students,58737,29.63,,C,,,36464,33.4,C+,9.6,17.2,36092,13.3,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Other FE sector colleges,FE sector colleges,All students,30206,26.28,,C-,,,16396,29.59,C,5,10.2,16312,6.1,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Sixth form colleges,FE sector colleges,All students,64253,30.4,,C,,,43497,33.68,C+,9.5,17.6,43180,11.5,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Sponsored academies - mainstream,State-funded schools,All students,21259,26.18,,C-,,,9811,30.36,C,5.9,11.6,9572,8.8,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Studio schools,State-funded schools,All students,292,24.73,,D+,,,78,26.5,C-,3.8,11.5,78,9,2016,,2016
201516,Academic year,National,E92000001,England,Revised,University technical colleges (UTCs),State-funded schools,All students,1059,20.22,,D,,,238,27.89,C-,6.3,10.9,238,10.5,2016,,2016
201516,Academic year,National,E92000001,England,Revised,All FE sector colleges,FE sector colleges,Female,54102,30.34,,C,,,35881,33.28,C+,7.8,15.7,35596,8.9,2016,,2016
201516,Academic year,National,E92000001,England,Revised,All independent schools,Independent schools,Female,18759,41.55,,B,,,16293,42.85,B+,30.5,45.6,16232,35.9,2016,,2016
201516,Academic year,National,E92000001,England,Revised,All schools,All schools,Female,127002,33.43,,C+,,,90632,36.42,B-,14.2,24.2,89823,17.9,2016,,2016
201516,Academic year,National,E92000001,England,Revised,All schools and FE sector colleges,All institutions,Female,175564,32.65,,C+,,,126847,35.48,B-,12.4,21.7,125796,15.3,2016,,2016
201516,Academic year,National,E92000001,England,Revised,All state-funded schools,State-funded schools,Female,108236,31.85,,C+,,,74338,35.01,B-,10.6,19.5,73590,14,2016,,2016
201516,Academic year,National,E92000001,England,Revised,All state-funded schools and colleges,All state-funded,Female,157350,31.45,,C,,,110463,34.4,C+,9.7,18.2,109471,12.3,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Converter academies - mainstream,State-funded schools,Female,63633,33.03,,C+,,,47372,35.92,B-,12,21.6,47002,15.6,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Free schools,State-funded schools,Female,239,27.85,,C-,,,188,30.73,C,4.3,12.2,186,9.7,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Free schools 16-19,State-funded schools,Female,561,34.16,,C+,,,390,36.79,B-,15.1,27.9,390,23.8,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Independent schools,Independent schools,Female,18725,41.57,,B,,,16280,42.86,B+,30.6,45.6,16219,35.9,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Independent special schools,Independent schools,Female,34,21.34,,D,,,13,24.1,D+,0,0,13,0,2016,,2016
201516,Academic year,National,E92000001,England,Revised,LA maintained mainstream schools,State-funded schools,Female,31996,30.68,,C,,,20885,33.97,C+,8.7,16.8,20636,11.9,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Other FE sector colleges,FE sector colleges,Female,17679,27.28,,C-,,,10117,30.15,C,4.4,10,10056,4.9,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Sixth form colleges,FE sector colleges,Female,36423,31.63,,C,,,25764,34.51,C+,9.1,17.9,25540,10.5,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Sponsored academies - mainstream,State-funded schools,Female,11107,27.09,,C-,,,5247,30.94,C,5.1,10.8,5128,6.8,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Studio schools,State-funded schools,Female,134,26.4,,C-,,,33,28.59,C,3,9.1,33,3,2016,,2016
201516,Academic year,National,E92000001,England,Revised,University technical colleges (UTCs),State-funded schools,Female,262,24.08,,D+,,,85,28.63,C,7.1,11.8,85,10.6,2016,,2016
201516,Academic year,National,E92000001,England,Revised,All FE sector colleges,FE sector colleges,Male,40357,27.62,,C-,,,24012,31.47,C,9,15.5,23896,11.8,2016,,2016
201516,Academic year,National,E92000001,England,Revised,All independent schools,Independent schools,Male,19108,39.97,,B,,,16034,41.22,B,28.5,41.6,16008,35.5,2016,,2016
201516,Academic year,National,E92000001,England,Revised,All schools,All schools,Male,112747,31.59,,C,,,74631,35.29,B-,16,24.9,74132,21.6,2016,,2016
201516,Academic year,National,E92000001,England,Revised,All schools and FE sector colleges,All institutions,Male,147709,30.74,,C,,,98885,34.32,C+,14.3,22.6,98304,19.1,2016,,2016
201516,Academic year,National,E92000001,England,Revised,All state-funded schools,State-funded schools,Male,93635,29.63,,C,,,58594,33.67,C+,12.7,20.4,58121,17.8,2016,,2016
201516,Academic year,National,E92000001,England,Revised,All state-funded schools and colleges,All state-funded,Male,129049,29.17,,C,,,82692,32.98,C+,11.5,18.9,82136,16,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Converter academies - mainstream,State-funded schools,Male,54641,30.9,,C,,,37507,34.6,C+,14.1,22.5,37286,19.6,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Free schools,State-funded schools,Male,363,25.01,,C-,,,228,29.3,C,3.5,9.2,224,8.5,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Free schools 16-19,State-funded schools,Male,539,33.61,,C+,,,397,36.26,B-,19.1,27.7,397,27,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Independent schools,Independent schools,Male,19019,40.01,,B,,,15998,41.26,B,28.5,41.7,15973,35.6,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Independent special schools,Independent schools,Male,89,26.17,,C-,,,36,25.74,C-,8.3,11.1,35,8.6,2016,,2016
201516,Academic year,National,E92000001,England,Revised,LA maintained mainstream schools,State-funded schools,Male,26741,28.32,,C-,,,15579,32.62,C+,10.8,17.7,15456,15.3,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Other FE sector colleges,FE sector colleges,Male,12527,24.79,,D+,,,6279,28.68,C,5.9,10.6,6256,8,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Sixth form colleges,FE sector colleges,Male,27830,28.72,,C,,,17733,32.46,C+,10,17.2,17640,13.1,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Sponsored academies - mainstream,State-funded schools,Male,10152,25.16,,C-,,,4564,29.69,C,6.7,12.4,4444,11,2016,,2016
201516,Academic year,National,E92000001,England,Revised,Studio schools,State-funded schools,Male,158,23.44,,D+,,,45,24.96,D+,4.4,13.3,45,13.3,2016,,2016
201516,Academic year,National,E92000001,England,Revised,University technical colleges (UTCs),State-funded schools,Male,797,18.64,,D,,,153,27.47,C-,5.9,10.5,153,10.5,2016,,2016
201415,Academic year,National,E92000001,England,Revised,All FE sector colleges,FE sector colleges,All students,,,208,,C,92.1,72919,,,7.4,13.4,,8.7,2015,2015,
201415,Academic year,National,E92000001,England,Revised,All independent schools,Independent schools,All students,,,242.5,,B,96.3,34813,,,28.3,41.1,,34.2,2015,2015,
201415,Academic year,National,E92000001,England,Revised,All schools,All schools,All students,,,219.1,,C+,92.2,193266,,,13.3,21.3,,16.9,2015,2015,
201415,Academic year,National,E92000001,England,Revised,All schools and FE sector colleges,All institutions,All students,,,216.1,,C+,92.2,266185,,,11.7,19.2,,14.7,2015,2015,
201415,Academic year,National,E92000001,England,Revised,All state-funded schools,State-funded schools,All students,,,213.7,,C,91.3,158446,,,10,17,,13.1,2015,2015,
201415,Academic year,National,E92000001,England,Revised,All state-funded schools and colleges,All state-funded,All students,,,211.9,,C,91.5,231209,,,9.2,15.9,,11.8,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Converter academies - mainstream,State-funded schools,All students,,,217.5,,C+,93.7,94168,,,11.9,19.9,,15.5,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Free schools,State-funded schools,All students,,,204.1,,C-,98.3,292,,,6.2,14,,10.3,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Free schools 16-19,State-funded schools,All students,,,220.3,,C+,92.9,394,,,14.2,20.6,,19,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Independent schools,Independent schools,All students,,,242.5,,B,96.4,34738,,,28.3,41.2,,34.2,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Independent special schools,Independent schools,All students,,,196.8,,C-,65.3,75,,,4,5.3,,4,2015,2015,
201415,Academic year,National,E92000001,England,Revised,LA maintained mainstream schools,State-funded schools,All students,,,209.9,,C,90.4,48921,,,8.1,14.2,,10.8,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Other FE sector colleges,FE sector colleges,All students,,,203,,C-,92.3,20250,,,4.5,9,,5.8,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Sixth form colleges,FE sector colleges,All students,,,209.8,,C,92,52669,,,8.5,15.1,,9.9,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Sponsored academies - mainstream,State-funded schools,All students,,,198.9,,C-,79.6,13850,,,3.8,7.2,,5.3,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Studio schools,State-funded schools,All students,,,181.4,,D,59.2,120,,,x,x,,0,2015,2015,
201415,Academic year,National,E92000001,England,Revised,University technical colleges (UTCs),State-funded schools,All students,,,177.6,,D,52.7,317,,,1.9,3.8,,3.5,2015,2015,
201415,Academic year,National,E92000001,England,Revised,All FE sector colleges,FE sector colleges,Female,,,211.3,,C,93.2,42563,,,7.2,13.7,,8,2015,2015,
201415,Academic year,National,E92000001,England,Revised,All independent schools,Independent schools,Female,,,244.7,,B+,96.8,17579,,,28.6,42.5,,34,2015,2015,
201415,Academic year,National,E92000001,England,Revised,All schools,All schools,Female,,,221.3,,C+,93.2,105209,,,12.6,21.3,,15.7,2015,2015,
201415,Academic year,National,E92000001,England,Revised,All schools and FE sector colleges,All institutions,Female,,,218.4,,C+,93.2,147772,,,11.1,19.1,,13.5,2015,2015,
201415,Academic year,National,E92000001,England,Revised,All state-funded schools,State-funded schools,Female,,,216.4,,C+,92.4,87627,,,9.4,17.1,,12.1,2015,2015,
201415,Academic year,National,E92000001,England,Revised,All state-funded schools and colleges,All state-funded,Female,,,214.7,,C+,92.7,130149,,,8.7,16,,10.7,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Converter academies - mainstream,State-funded schools,Female,,,219.9,,C+,94.8,52012,,,11.3,20,,14.4,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Free schools,State-funded schools,Female,,,209.2,,C,98.6,138,,,5.8,15.2,,10.1,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Free schools 16-19,State-funded schools,Female,,,221.6,,C+,92.6,203,,,11.8,18.7,,15.8,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Independent schools,Independent schools,Female,,,244.8,,B+,96.9,17560,,,28.6,42.6,,34,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Independent special schools,Independent schools,Female,,,195.5,,C-,63.2,19,,,x,x,,0,2015,2015,
201415,Academic year,National,E92000001,England,Revised,LA maintained mainstream schools,State-funded schools,Female,,,212.7,,C,91.4,27207,,,7.6,14.4,,9.9,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Other FE sector colleges,FE sector colleges,Female,,,205.3,,C,93.4,12218,,,4.1,8.8,,5,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Sixth form colleges,FE sector colleges,Female,,,213.6,,C,93.1,30345,,,8.4,15.7,,9.2,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Sponsored academies - mainstream,State-funded schools,Female,,,201.7,,C-,81,7693,,,3.3,6.9,,4.2,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Studio schools,State-funded schools,Female,,,188.8,,D+,66.1,59,,,x,x,,0,2015,2015,
201415,Academic year,National,E92000001,England,Revised,University technical colleges (UTCs),State-funded schools,Female,,,195.6,,C-,73.9,88,,,3.4,5.7,,4.5,2015,2015,
201415,Academic year,National,E92000001,England,Revised,All FE sector colleges,FE sector colleges,Male,,,203.3,,C-,90.6,30356,,,7.7,13,,9.8,2015,2015,
201415,Academic year,National,E92000001,England,Revised,All independent schools,Independent schools,Male,,,240.2,,B,95.8,17234,,,28,39.7,,34.3,2015,2015,
201415,Academic year,National,E92000001,England,Revised,All schools,All schools,Male,,,216.5,,C+,91,88057,,,14.1,21.4,,18.4,2015,2015,
201415,Academic year,National,E92000001,England,Revised,All schools and FE sector colleges,All institutions,Male,,,213.1,,C,90.9,118413,,,12.5,19.2,,16.2,2015,2015,
201415,Academic year,National,E92000001,England,Revised,All state-funded schools,State-funded schools,Male,,,210.4,,C,89.9,70819,,,10.7,16.9,,14.5,2015,2015,
201415,Academic year,National,E92000001,England,Revised,All state-funded schools and colleges,All state-funded,Male,,,208.3,,C,90.1,101060,,,9.8,15.7,,13.1,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Converter academies - mainstream,State-funded schools,Male,,,214.4,,C,92.4,42156,,,12.7,19.8,,16.9,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Free schools,State-funded schools,Male,,,199.8,,C-,98.1,154,,,6.5,13,,10.4,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Free schools 16-19,State-funded schools,Male,,,218.9,,C+,93.2,191,,,16.8,22.5,,22.5,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Independent schools,Independent schools,Male,,,240.3,,B,95.9,17178,,,28,39.8,,34.4,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Independent special schools,Independent schools,Male,,,197.2,,C-,66.1,56,,,x,x,,5.4,2015,2015,
201415,Academic year,National,E92000001,England,Revised,LA maintained mainstream schools,State-funded schools,Male,,,206.4,,C,89,21714,,,8.8,14,,12,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Other FE sector colleges,FE sector colleges,Male,,,199.3,,C-,90.7,8032,,,5.1,9.2,,7,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Sixth form colleges,FE sector colleges,Male,,,204.6,,C-,90.5,22324,,,8.6,14.4,,10.8,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Sponsored academies - mainstream,State-funded schools,Male,,,195.4,,C-,78,6157,,,4.3,7.7,,6.6,2015,2015,
201415,Academic year,National,E92000001,England,Revised,Studio schools,State-funded schools,Male,,,174.4,,D-,52.5,61,,,0,x,,0,2015,2015,
201415,Academic year,National,E92000001,England,Revised,University technical colleges (UTCs),State-funded schools,Male,,,169,,D-,44.5,229,,,1.3,3.1,,3.1,2015,2015,
201314,Academic year,National,E92000001,England,Revised,All FE sector colleges,FE sector colleges,All students,,,206.7,,C,92.3,72197,,,7.5,13.3,,8.7,2014,2014,
201314,Academic year,National,E92000001,England,Revised,All independent schools,Independent schools,All students,,,243.2,,B,96.8,33647,,,29.3,42.6,,35.3,2014,2014,
201314,Academic year,National,E92000001,England,Revised,All schools,All schools,All students,,,219,,C+,92.5,185234,,,13.7,21.9,,17.4,2014,2014,
201314,Academic year,National,E92000001,England,Revised,All schools and FE sector colleges,All institutions,All students,,,215.5,,C+,92.4,257431,,,12,19.5,,15,2014,2014,
201314,Academic year,National,E92000001,England,Revised,All state-funded schools,State-funded schools,All students,,,213.3,,C,91.5,151587,,,10.3,17.4,,13.5,2014,2014,
201314,Academic year,National,E92000001,England,Revised,All state-funded schools and colleges,All state-funded,All students,,,211.2,,C,91.8,223655,,,9.4,16.1,,11.9,2014,2014,
201314,Academic year,National,E92000001,England,Revised,Converter academies - mainstream,State-funded schools,All students,,,217,,C+,93.8,86886,,,12.2,20.2,,15.7,2014,2014,
201314,Academic year,National,E92000001,England,Revised,Independent schools,Independent schools,All students,,,243.3,,B,96.8,33570,,,29.4,42.6,,35.4,2014,2014,
201314,Academic year,National,E92000001,England,Revised,Independent special schools,Independent schools,All students,,,189.8,,D+,66.2,77,,,x,x,,x,2014,2014,
201314,Academic year,National,E92000001,England,Revised,LA maintained mainstream schools,State-funded schools,All students,,,209.9,,C,90.8,52061,,,8.6,14.9,,11.5,2014,2014,
201314,Academic year,National,E92000001,England,Revised,"Mainstream free schools, free school 16-19, university technical colleges (UTCs), city technology colleges (CTCs) and studio schools",State-funded schools,All students,,,221.1,,C+,77.8,919,,,11.9,18.9,,16.4,2014,2014,
201314,Academic year,National,E92000001,England,Revised,Other FE sector colleges,FE sector colleges,All students,,,202.2,,C-,92,21377,,,4.6,9.1,,5.7,2014,2014,
201314,Academic year,National,E92000001,England,Revised,Sixth form colleges,FE sector colleges,All students,,,208.5,,C,92.4,50820,,,8.7,15.1,,10,2014,2014,
201314,Academic year,National,E92000001,England,Revised,Sponsored academies - mainstream,State-funded schools,All students,,,197.6,,C-,79,11717,,,3.8,7.4,,5.3,2014,2014,
201314,Academic year,National,E92000001,England,Revised,All FE sector colleges,FE sector colleges,Female,,,210.1,,C,93.2,41871,,,7.3,13.7,,7.9,2014,2014,
201314,Academic year,National,E92000001,England,Revised,All independent schools,Independent schools,Female,,,245.3,,B+,97.1,16914,,,29.7,44,,35.4,2014,2014,
201314,Academic year,National,E92000001,England,Revised,All schools,All schools,Female,,,221.2,,C+,93.4,99815,,,13.2,22,,16.3,2014,2014,
201314,Academic year,National,E92000001,England,Revised,All schools and FE sector colleges,All institutions,Female,,,217.9,,C+,93.4,141686,,,11.4,19.5,,13.8,2014,2014,
201314,Academic year,National,E92000001,England,Revised,All state-funded schools,State-funded schools,Female,,,216.1,,C+,92.7,82901,,,9.8,17.5,,12.4,2014,2014,
201314,Academic year,National,E92000001,England,Revised,All state-funded schools and colleges,All state-funded,Female,,,214.1,,C,92.9,124746,,,9,16.2,,10.9,2014,2014,
201314,Academic year,National,E92000001,England,Revised,Converter academies - mainstream,State-funded schools,Female,,,219.6,,C+,94.7,47540,,,11.7,20.2,,14.4,2014,2014,
201314,Academic year,National,E92000001,England,Revised,Independent schools,Independent schools,Female,,,245.3,,B+,97.2,16897,,,29.7,44,,35.4,2014,2014,
201314,Academic year,National,E92000001,England,Revised,Independent special schools,Independent schools,Female,,,182.2,,D,64.7,17,,,0,0,,0,2014,2014,
201314,Academic year,National,E92000001,England,Revised,LA maintained mainstream schools,State-funded schools,Female,,,212.8,,C,92.1,28582,,,8.1,15.2,,10.7,2014,2014,
201314,Academic year,National,E92000001,England,Revised,"Mainstream free schools, free school 16-19, university technical colleges (UTCs), city technology colleges (CTCs) and studio schools",State-funded schools,Female,,,227.5,,B-,79.8,441,,,12,20.2,,15.6,2014,2014,
201314,Academic year,National,E92000001,England,Revised,Other FE sector colleges,FE sector colleges,Female,,,204.9,,C,92.7,12742,,,4.2,9.1,,4.8,2014,2014,
201314,Academic year,National,E92000001,England,Revised,Sixth form colleges,FE sector colleges,Female,,,212.2,,C,93.4,29129,,,8.6,15.7,,9.3,2014,2014,
201314,Academic year,National,E92000001,England,Revised,Sponsored academies - mainstream,State-funded schools,Female,,,201.2,,C-,80.5,6336,,,3.5,7.5,,4.7,2014,2014,
201314,Academic year,National,E92000001,England,Revised,All FE sector colleges,FE sector colleges,Male,,,202,,C-,90.9,30326,,,7.7,12.9,,9.8,2014,2014,
201314,Academic year,National,E92000001,England,Revised,All independent schools,Independent schools,Male,,,241.2,,B,96.4,16733,,,28.9,41.1,,35.3,2014,2014,
201314,Academic year,National,E92000001,England,Revised,All schools,All schools,Male,,,216.3,,C+,91.3,85419,,,14.4,21.9,,18.8,2014,2014,
201314,Academic year,National,E92000001,England,Revised,All schools and FE sector colleges,All institutions,Male,,,212.6,,C,91.2,115745,,,12.7,19.6,,16.4,2014,2014,
201314,Academic year,National,E92000001,England,Revised,All state-funded schools,State-funded schools,Male,,,210,,C,90.1,68686,,,10.9,17.3,,14.7,2014,2014,
201314,Academic year,National,E92000001,England,Revised,All state-funded schools and colleges,All state-funded,Male,,,207.5,,C,90.4,98909,,,9.9,15.9,,13.2,2014,2014,
201314,Academic year,National,E92000001,England,Revised,Converter academies - mainstream,State-funded schools,Male,,,213.8,,C,92.6,39346,,,12.8,20.1,,17.2,2014,2014,
201314,Academic year,National,E92000001,England,Revised,Independent schools,Independent schools,Male,,,241.3,,B,96.5,16673,,,29,41.2,,35.4,2014,2014,
201314,Academic year,National,E92000001,England,Revised,Independent special schools,Independent schools,Male,,,192,,D+,66.7,60,,,x,x,,x,2014,2014,
201314,Academic year,National,E92000001,England,Revised,LA maintained mainstream schools,State-funded schools,Male,,,206.4,,C,89.2,23479,,,9.2,14.6,,12.6,2014,2014,
201314,Academic year,National,E92000001,England,Revised,"Mainstream free schools, free school 16-19, university technical colleges (UTCs), city technology colleges (CTCs) and studio schools",State-funded schools,Male,,,215.2,,C+,75.9,478,,,11.7,17.8,,17.2,2014,2014,
201314,Academic year,National,E92000001,England,Revised,Other FE sector colleges,FE sector colleges,Male,,,198.1,,C-,91,8635,,,5.1,9,,6.9,2014,2014,
201314,Academic year,National,E92000001,England,Revised,Sixth form colleges,FE sector colleges,Male,,,203.5,,C-,90.9,21691,,,8.8,14.4,,11,2014,2014,
201314,Academic year,National,E92000001,England,Revised,Sponsored academies - mainstream,State-funded schools,Male,,,193.3,,D+,77.2,5381,,,4.1,7.4,,6.1,2014,2014,
201213,Academic year,National,E92000001,England,Revised,All FE sector colleges,FE sector colleges,All students,,,207.4,,C,92.9,74468,,,8,14.3,,9,2013,2013,
201213,Academic year,National,E92000001,England,Revised,All independent schools,Independent schools,All students,,,243.7,,B,97.1,33999,,,30.4,44,,36.5,2013,2013,
201213,Academic year,National,E92000001,England,Revised,All schools,All schools,All students,,,218.9,,C+,92.9,187045,,,14.3,22.7,,17.8,2013,2013,
201213,Academic year,National,E92000001,England,Revised,All schools and FE sector colleges,All institutions,All students,,,215.6,,C+,92.9,261513,,,12.5,20.3,,15.3,2013,2013,
201213,Academic year,National,E92000001,England,Revised,All state-funded schools,State-funded schools,All students,,,213.2,,C,92,153046,,,10.7,17.9,,13.6,2013,2013,
201213,Academic year,National,E92000001,England,Revised,Converter academies - mainstream,State-funded schools,All students,,,217.9,,C+,94.3,79200,,,13.1,21.4,,16.4,2013,2013,
201213,Academic year,National,E92000001,England,Revised,Independent schools,Independent schools,All students,,,243.8,,B,97.2,33905,,,30.5,44.1,,36.6,2013,2013,
201213,Academic year,National,E92000001,England,Revised,Independent special schools,Independent schools,All students,,,199.5,,C,63.8,94,,,x,4.3,,x,2013,2013,
201213,Academic year,National,E92000001,England,Revised,LA maintained mainstream schools,State-funded schools,All students,,,208.9,,C,91.3,63418,,,8.7,15.1,,11.4,2013,2013,
201213,Academic year,National,E92000001,England,Revised,"Mainstream free schools, university technical colleges (UTCs) and studio schools",State-funded schools,All students,,,203,,C-,80.2,177,,,7.9,13,,11.3,2013,2013,
201213,Academic year,National,E92000001,England,Revised,Other FE sector colleges,FE sector colleges,All students,,,203.4,,C-,91.9,22499,,,5.1,9.5,,5.8,2013,2013,
201213,Academic year,National,E92000001,England,Revised,Sixth form colleges,FE sector colleges,All students,,,209,,C,93.3,51969,,,9.3,16.4,,10.4,2013,2013,
201213,Academic year,National,E92000001,England,Revised,Sponsored academies - mainstream,State-funded schools,All students,,,198.5,,C-,79.1,9857,,,4.1,7.9,,5.4,2013,2013,
201213,Academic year,National,E92000001,England,Revised,State-funded mainstream schools,State-funded schools,All students,,,213.2,,C,92,153034,,,10.7,17.9,,13.6,2013,2013,
201213,Academic year,National,E92000001,England,Revised,State-funded special schools,State-funded schools,All students,,,184.9,,D,33.3,12,,,0,0,,0,2013,2013,
201213,Academic year,National,E92000001,England,Revised,All FE sector colleges,FE sector colleges,Female,,,210.9,,C,93.8,42752,,,7.8,14.7,,8.2,2013,2013,
201213,Academic year,National,E92000001,England,Revised,All independent schools,Independent schools,Female,,,246.6,,B+,97.8,16867,,,31.9,46.7,,37.5,2013,2013,
201213,Academic year,National,E92000001,England,Revised,All schools,All schools,Female,,,221.3,,C+,94,100572,,,13.9,22.9,,16.8,2013,2013,
201213,Academic year,National,E92000001,England,Revised,All schools and FE sector colleges,All institutions,Female,,,218.1,,C+,94,143324,,,12.1,20.5,,14.2,2013,2013,
201213,Academic year,National,E92000001,England,Revised,All state-funded schools,State-funded schools,Female,,,216,,C+,93.3,83705,,,10.2,18.1,,12.6,2013,2013,
201213,Academic year,National,E92000001,England,Revised,Converter academies - mainstream,State-funded schools,Female,,,220.7,,C+,95.4,43417,,,12.7,21.8,,15.3,2013,2013,
201213,Academic year,National,E92000001,England,Revised,Independent schools,Independent schools,Female,,,246.6,,B+,97.9,16840,,,32,46.7,,37.6,2013,2013,
201213,Academic year,National,E92000001,England,Revised,Independent special schools,Independent schools,Female,,,199,,C-,66.7,27,,,0,x,,x,2013,2013,
201213,Academic year,National,E92000001,England,Revised,LA maintained mainstream schools,State-funded schools,Female,,,211.7,,C,92.7,34626,,,8.2,15.1,,10.4,2013,2013,
201213,Academic year,National,E92000001,England,Revised,"Mainstream free schools, university technical colleges (UTCs) and studio schools",State-funded schools,Female,,,204.7,,C-,83.3,30,,,x,10,,x,2013,2013,
201213,Academic year,National,E92000001,England,Revised,Other FE sector colleges,FE sector colleges,Female,,,206,,C,92.6,13325,,,4.9,9.8,,5.1,2013,2013,
201213,Academic year,National,E92000001,England,Revised,Sixth form colleges,FE sector colleges,Female,,,212.9,,C,94.4,29427,,,9.2,17,,9.6,2013,2013,
201213,Academic year,National,E92000001,England,Revised,Sponsored academies - mainstream,State-funded schools,Female,,,201.2,,C-,81.2,5412,,,3.8,7.7,,4.7,2013,2013,
201213,Academic year,National,E92000001,England,Revised,State-funded mainstream schools,State-funded schools,Female,,,216,,C+,93.3,83701,,,10.2,18.1,,12.6,2013,2013,
201213,Academic year,National,E92000001,England,Revised,State-funded special schools,State-funded schools,Female,,,152.3,,E,x,4,,,0,0,,0,2013,2013,
201213,Academic year,National,E92000001,England,Revised,All FE sector colleges,FE sector colleges,Male,,,202.6,,C-,91.7,31716,,,8.3,13.7,,10.1,2013,2013,
201213,Academic year,National,E92000001,England,Revised,All independent schools,Independent schools,Male,,,240.9,,B,96.4,17132,,,29,41.4,,35.5,2013,2013,
201213,Academic year,National,E92000001,England,Revised,All schools,All schools,Male,,,216.2,,C+,91.6,86473,,,14.7,22.4,,19,2013,2013,
201213,Academic year,National,E92000001,England,Revised,All schools and FE sector colleges,All institutions,Male,,,212.6,,C,91.6,118189,,,13,20.1,,16.6,2013,2013,
